"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6922KL9C","journalArticle","2016","Ribeiro, Marco Tulio; Singh, Sameer; Guestrin, Carlos","""Why should I trust you?"": explaining the predictions of any classifier","arxiv","","","","http://arxiv.org/pdf/1602.04938v3","Despite widespread adoption, machine learning models remain mostly black boxes. Understanding the reasons behind predictions is, however, quite important in assessing trust, which is fundamental if one plans to take action based on a prediction, or when choosing whether to deploy a new model. Such understanding also provides insights into the model, which can be used to transform an untrustworthy model or prediction into a trustworthy one. In this work, we propose LIME, a novel explanation technique that explains the predictions of any classifier in an interpretable and faithful manner, by learning an interpretable model locally around the prediction. We also propose a method to explain models by presenting representative individual predictions and their explanations in a non-redundant way, framing the task as a submodular optimization problem. We demonstrate the flexibility of these methods by explaining different models for text (e.g. random forests) and image classification (e.g. neural networks). We show the utility of explanations via novel experiments, both simulated and with human subjects, on various scenarios that require trust: deciding if one should trust a prediction, choosing between models, improving an untrustworthy classifier, and identifying why a classifier should not be trusted.","2016-02","2019-09-20 10:15:37","2019-09-20 10:15:37","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1602.04938v3  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YT2EK48A","journalArticle","2016","Ribeiro, Marco Tulio; Singh, Sameer; Guestrin, Carlos","Model-agnostic interpretability of machine learning","arxiv","","","","http://arxiv.org/pdf/1606.05386v1","Understanding why machine learning models behave the way they do empowers both system designers and end-users in many ways: in model selection, feature engineering, in order to trust and act upon the predictions, and in more intuitive user interfaces. Thus, interpretability has become a vital concern in machine learning, and work in the area of interpretable models has found renewed interest. In some applications, such models are as accurate as non-interpretable ones, and thus are preferred for their transparency. Even when they are not accurate, they may still be preferred when interpretability is of paramount importance. However, restricting machine learning to interpretable models is often a severe limitation. In this paper we argue for explaining machine learning predictions using model-agnostic approaches. By treating the machine learning models as black-box functions, these approaches provide crucial flexibility in the choice of models, explanations, and representations, improving debugging, comparison, and interfaces for a variety of users and models. We also outline the main challenges for such methods, and review a recently-introduced model-agnostic explanation approach (LIME) that addresses these challenges.","2016-06","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1606.05386v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2NC4KIX","journalArticle","2016","Goyal, Yash; Mohapatra, Akrit; Parikh, Devi; Batra, Dhruv","Towards transparent AI systems: interpreting visual question answering models","arxiv","","","","http://arxiv.org/pdf/1608.08974v2","Deep neural networks have shown striking progress and obtained state-of-the-art results in many AI research fields in the recent years. However, it is often unsatisfying to not know why they predict what they do. In this paper, we address the problem of interpreting Visual Question Answering (VQA) models. Specifically, we are interested in finding what part of the input (pixels in images or words in questions) the VQA model focuses on while answering the question. To tackle this problem, we use two visualization techniques – guided backpropagation and occlusion – to find important words in the question and important regions in the image. We then present qualitative and quantitative analyses of these importance maps. We found that even without explicit attention mechanisms, VQA models may sometimes be implicitly attending to relevant regions in the image, and often to appropriate words in the question.","2016-08","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1608.08974v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T74JWCFK","journalArticle","2016","Kindermans, Pieter-Jan; Schütt, Kristof; Müller, Klaus-Robert; Dähne, Sven","Investigating the influence of noise and distractors on the interpretation of neural networks","arxiv","","","","http://arxiv.org/pdf/1611.07270v1","Understanding neural networks is becoming increasingly important. Over the last few years different types of visualisation and explanation methods have been proposed. However, none of them explicitly considered the behaviour in the presence of noise and distracting elements. In this work, we will show how noise and distracting dimensions can influence the result of an explanation model. This gives a new theoretical insights to aid selection of the most appropriate explanation model within the deep-Taylor decomposition framework.","2016-11","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1611.07270v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XTF6GTV","journalArticle","2016","Vidovic, Marina M. -C.; Görnitz, Nico; Müller, Klaus-Robert; Kloft, Marius","Feature importance measure for non-linear learning algorithms","arxiv","","","","http://arxiv.org/pdf/1611.07567v1","Complex problems may require sophisticated, non-linear learning methods such as kernel machines or deep neural networks to achieve state of the art prediction accuracies. However, high prediction accuracies are not the only objective to consider when solving problems using machine learning. Instead, particular scientific applications require some explanation of the learned prediction function. Unfortunately, most methods do not come with out of the box straight forward interpretation. Even linear prediction functions are not straight forward to explain if features exhibit complex correlation structure. In this paper, we propose the Measure of Feature Importance (MFI). MFI is general and can be applied to any arbitrary learning machine (including kernel machines and deep learning). MFI is intrinsically non-linear and can detect features that by itself are inconspicuous and only impact the prediction function through their interaction with other features. Lastly, MFI can be used for both — model-based feature importance and instance-based feature importance (i.e, measuring the importance of a feature for a particular data point).","2016-11","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1611.07567v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRB23KFE","journalArticle","2016","Hechtlinger, Yotam","Interpretation of prediction models using the input gradient","arxiv","","","","http://arxiv.org/pdf/1611.07634v1","State of the art machine learning algorithms are highly optimized to provide the optimal prediction possible, naturally resulting in complex models. While these models often outperform simpler more interpretable models by order of magnitudes, in terms of understanding the way the model functions, we are often facing a ""black box"". In this paper we suggest a simple method to interpret the behavior of any predictive model, both for regression and classification. Given a particular model, the information required to interpret it can be obtained by studying the partial derivatives of the model with respect to the input. We exemplify this insight by interpreting convolutional and multi-layer neural networks in the field of natural language processing.","2016-11","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1611.07634v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YE5L2SXR","journalArticle","2016","Arras, Leila; Horn, Franziska; Montavon, Grégoire; Müller, Klaus-Robert; Samek, Wojciech","""What is relevant in a text document?"": an interpretable machine learning approach","arxiv","","","","http://arxiv.org/pdf/1612.07843v1","Text documents can be described by a number of abstract concepts such as semantic category, writing style, or sentiment. Machine learning (ML) models have been trained to automatically map documents to these abstract concepts, allowing to annotate very large text collections, more than could be processed by a human in a lifetime. Besides predicting the text's category very accurately, it is also highly desirable to understand how and why the categorization process takes place. In this paper, we demonstrate that such understanding can be achieved by tracing the classification decision back to individual words using layer-wise relevance propagation (LRP), a recently developed technique for explaining predictions of complex non-linear classifiers. We train two word-based ML models, a convolutional neural network (CNN) and a bag-of-words SVM classifier, on a topic categorization task and adapt the LRP method to decompose the predictions of these models onto words. Resulting scores indicate how much individual words contribute to the overall classification decision. This enables one to distill relevant information from text documents without an explicit semantic information extraction step. We further use the word-wise relevance scores for generating novel vector-based document representations which capture semantic information. Based on these document vectors, we introduce a measure of model explanatory power and show that, although the SVM and CNN models perform similarly in terms of classification accuracy, the latter exhibits a higher level of explainability which makes it more comprehensible for humans and potentially more useful for other applications.","2016-12","2019-09-20 10:15:38","2019-09-20 10:15:38","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1612.07843v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP56U5VL","journalArticle","2017","Fong, Ruth; Vedaldi, Andrea","Interpretable explanations of black boxes by meaningful perturbation","arxiv","","","","http://arxiv.org/pdf/1704.03296v3","As machine learning algorithms are increasingly applied to high impact yet high risk tasks, such as medical diagnosis or autonomous driving, it is critical that researchers can explain how such algorithms arrived at their predictions. In recent years, a number of image saliency methods have been developed to summarize where highly complex neural networks ""look"" in an image for evidence for their predictions. However, these techniques are limited by their heuristic nature and architectural constraints. In this paper, we make two main contributions: First, we propose a general framework for learning different kinds of explanations for any black box algorithm. Second, we specialise the framework to find the part of an image most responsible for a classifier decision. Unlike previous works, our method is model-agnostic and testable because it is grounded in explicit and interpretable image perturbations.","2017-04","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1704.03296v3  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C73ZV78J","journalArticle","2017","Arras, Leila; Montavon, Grégoire; Müller, Klaus-Robert; Samek, Wojciech","Explaining recurrent neural network predictions in sentiment analysis","arxiv","","","","http://arxiv.org/pdf/1706.07206v2","Recently, a technique called Layer-wise Relevance Propagation (LRP) was shown to deliver insightful explanations in the form of input space relevances for understanding feed-forward neural network classification decisions. In the present work, we extend the usage of LRP to recurrent neural networks. We propose a specific propagation rule applicable to multiplicative connections as they arise in recurrent network architectures such as LSTMs and GRUs. We apply our technique to a word-based bi-directional LSTM model on a five-class sentiment prediction task, and evaluate the resulting LRP relevances both qualitatively and quantitatively, obtaining better results than a gradient-based related method which was used in previous work.","2017-06","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1706.07206v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CWPAA9L","journalArticle","2017","Montavon, Grégoire; Samek, Wojciech; Müller, Klaus-Robert","Methods for interpreting and understanding deep neural networks","arxiv","","","","http://arxiv.org/pdf/1706.07979v1","This paper provides an entry point to the problem of interpreting a deep neural network model and explaining its predictions. It is based on a tutorial given at ICASSP 2017. It introduces some recently proposed techniques of interpretation, along with theory, tricks and recommendations, to make most efficient use of these techniques on real data. It also discusses a number of practical applications.","2017-06","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1706.07979v1  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFGKLXFV","journalArticle","2017","Lengerich, Benjamin J.; Konam, Sandeep; Xing, Eric P.; Rosenthal, Stephanie; Veloso, Manuela","Towards visual explanations for convolutional neural networks via input resampling","arxiv","","","","http://arxiv.org/pdf/1707.09641v2","The predictive power of neural networks often costs model interpretability. Several techniques have been developed for explaining model outputs in terms of input features; however, it is difficult to translate such interpretations into actionable insight. Here, we propose a framework to analyze predictions in terms of the model's internal features by inspecting information flow through the network. Given a trained network and a test image, we select neurons by two metrics, both measured over a set of images created by perturbations to the input image: (1) magnitude of the correlation between the neuron activation and the network output and (2) precision of the neuron activation. We show that the former metric selects neurons that exert large influence over the network output while the latter metric selects neurons that activate on generalizable features. By comparing the sets of neurons selected by these two metrics, our framework suggests a way to investigate the internal attention mechanisms of convolutional neural networks.","2017-07","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1707.09641v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDLW3822","journalArticle","2017","Samek, Wojciech; Wiegand, Thomas; Müller, Klaus-Robert","Explainable artificial intelligence: understanding, visualizing and interpreting deep learning models","arxiv","","","","http://arxiv.org/pdf/1708.08296v1","With the availability of large databases and recent improvements in deep learning methodology, the performance of AI systems is reaching or even exceeding the human level on an increasing number of complex tasks. Impressive examples of this development can be found in domains such as image classification, sentiment analysis, speech understanding or strategic game playing. However, because of their nested non-linear structure, these highly successful machine learning and artificial intelligence models are usually applied in a black box manner, i.e., no information is provided about what exactly makes them arrive at their predictions. Since this lack of transparency can be a major drawback, e.g., in medical applications, the development of methods for visualizing, explaining and interpreting deep learning models has recently attracted increasing attention. This paper summarizes recent developments in this field and makes a plea for more interpretability in artificial intelligence. Furthermore, it presents two approaches to explaining predictions of deep learning models, one method which computes the sensitivity of the prediction with respect to changes in the input and one approach which meaningfully decomposes the decision in terms of the input variables. These methods are evaluated on three classification tasks.","2017-08","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1708.08296v1  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PPB3YNZ","journalArticle","2017","Li, Oscar; Liu, Hao; Chen, Chaofan; Rudin, Cynthia","Deep learning for case-based reasoning through prototypes: A neural network that explains its predictions","arxiv","","","","http://arxiv.org/pdf/1710.04806v2","Deep neural networks are widely used for classification. These deep models often suffer from a lack of interpretability – they are particularly difficult to understand because of their non-linear nature. As a result, neural networks are often treated as ""black box"" models, and in the past, have been trained purely to optimize the accuracy of predictions. In this work, we create a novel network architecture for deep learning that naturally explains its own reasoning for each prediction. This architecture contains an autoencoder and a special prototype layer, where each unit of that layer stores a weight vector that resembles an encoded training input. The encoder of the autoencoder allows us to do comparisons within the latent space, while the decoder allows us to visualize the learned prototypes. The training objective has four terms: an accuracy term, a term that encourages every prototype to be similar to at least one encoded input, a term that encourages every encoded input to be close to at least one prototype, and a term that encourages faithful reconstruction by the autoencoder. The distances computed in the prototype layer are used as part of the classification process. Since the prototypes are learned during training, the learned network naturally comes with explanations for each prediction, and the explanations are loyal to what the network actually computes.","2017-10","2019-09-20 10:15:39","2019-09-20 10:15:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1710.04806v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5W7KWB6","journalArticle","2017","Barratt, Shane","InterpNET: neural introspection for interpretable deep learning","arxiv","","","","http://arxiv.org/pdf/1710.09511v2","Humans are able to explain their reasoning. On the contrary, deep neural networks are not. This paper attempts to bridge this gap by introducing a new way to design interpretable neural networks for classification, inspired by physiological evidence of the human visual system's inner-workings. This paper proposes a neural network design paradigm, termed InterpNET, which can be combined with any existing classification architecture to generate natural language explanations of the classifications. The success of the module relies on the assumption that the network's computation and reasoning is represented in its internal layer activations. While in principle InterpNET could be applied to any existing classification architecture, it is evaluated via an image classification and explanation task. Experiments on a CUB bird classification and explanation dataset show qualitatively and quantitatively that the model is able to generate high-quality explanations. While the current state-of-the-art METEOR score on this dataset is 29.2, InterpNET achieves a much higher METEOR score of 37.9.","2017-10","2019-09-20 10:15:40","2019-09-20 10:15:40","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1710.09511v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXHT94AS","journalArticle","2017","Ming, Yao; Cao, Shaozu; Zhang, Ruixiang; Li, Zhen; Chen, Yuanzhe; Song, Yangqiu; Qu, Huamin","Understanding hidden memories of recurrent neural networks","arxiv","","","","http://arxiv.org/pdf/1710.10777v1","Recurrent neural networks (RNNs) have been successfully applied to various natural language processing (NLP) tasks and achieved better results than conventional methods. However, the lack of understanding of the mechanisms behind their effectiveness limits further improvements on their architectures. In this paper, we present a visual analytics method for understanding and comparing RNN models for NLP tasks. We propose a technique to explain the function of individual hidden state units based on their expected response to input texts. We then co-cluster hidden state units and words based on the expected response and visualize co-clustering results as memory chips and word clouds to provide more structured knowledge on RNNs' hidden states. We also propose a glyph-based sequence visualization based on aggregate information to analyze the behavior of an RNN's hidden state at the sentence-level. The usability and effectiveness of our method are demonstrated through case studies and reviews from domain experts.","2017-10","2019-09-20 10:15:40","2019-09-20 10:15:40","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1710.10777v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5K4ZGZS","journalArticle","2017","Oramas, Jose; Wang, Kaili; Tuytelaars, Tinne","Visual explanation by interpretation: improving visual feedback capabilities of deep neural networks","arxiv","","","","http://arxiv.org/pdf/1712.06302v3","Interpretation and explanation of deep models is critical towards wide adoption of systems that rely on them. In this paper, we propose a novel scheme for both interpretation as well as explanation in which, given a pretrained model, we automatically identify internal features relevant for the set of classes considered by the model, without relying on additional annotations. We interpret the model through average visualizations of this reduced set of features. Then, at test time, we explain the network prediction by accompanying the predicted class label with supporting visualizations derived from the identified features. In addition, we propose a method to address the artifacts introduced by stridded operations in deconvNet-based visualizations. Moreover, we introduce an8Flower, a dataset specifically designed for objective quantitative evaluation of methods for visual explanation.Experiments on the MNIST,ILSVRC12,Fashion144k and an8Flower datasets show that our method produces detailed explanations with good coverage of relevant features of the classes of interest","2017-12","2019-09-20 10:15:40","2019-09-20 10:15:40","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1712.06302v3  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55NEYHVZ","journalArticle","2018","Al-Shedivat, Maruan; Dubey, Avinava; Xing, Eric P.","The intriguing properties of model explanations","arxiv","","","","http://arxiv.org/pdf/1801.09808v1","Linear approximations to the decision boundary of a complex model have become one of the most popular tools for interpreting predictions. In this paper, we study such linear explanations produced either post-hoc by a few recent methods or generated along with predictions with contextual explanation networks (CENs). We focus on two questions: (i) whether linear explanations are always consistent or can be misleading, and (ii) when integrated into the prediction process, whether and how explanations affect the performance of the model. Our analysis sheds more light on certain properties of explanations produced by different methods and suggests that learning models that explain and predict jointly is often advantageous.","2018-01","2019-09-20 10:15:40","2019-09-20 10:15:40","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1801.09808v1  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IKAXXA7","journalArticle","2018","Liu, Xuan; Wang, Xiaoguang; Matwin, Stan","Interpretable deep convolutional neural networks via meta-learning","arxiv","","","","http://arxiv.org/pdf/1802.00560v2","Model interpretability is a requirement in many applications in which crucial decisions are made by users relying on a model's outputs. The recent movement for ""algorithmic fairness"" also stipulates explainability, and therefore interpretability of learning models. And yet the most successful contemporary Machine Learning approaches, the Deep Neural Networks, produce models that are highly non-interpretable. We attempt to address this challenge by proposing a technique called CNN-INTE to interpret deep Convolutional Neural Networks (CNN) via meta-learning. In this work, we interpret a specific hidden layer of the deep CNN model on the MNIST image dataset. We use a clustering algorithm in a two-level structure to find the meta-level training data and Random Forest as base learning algorithms to generate the meta-level test data. The interpretation results are displayed visually via diagrams, which clearly indicates how a specific test instance is classified. Our method achieves global interpretation for all the test instances without sacrificing the accuracy obtained by the original deep CNN model. This means our model is faithful to the deep CNN model, which leads to reliable interpretations.","2018-02","2019-09-20 10:15:40","2019-09-20 10:15:40","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1802.00560v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MP28UNUF","journalArticle","2018","Zhang, Quanshi; Zhu, Song-Chun","Visual interpretability for deep learning: a survey","arxiv","","","","http://arxiv.org/pdf/1802.00614v2","This paper reviews recent studies in understanding neural-network representations and learning neural networks with interpretable/disentangled middle-layer representations. Although deep neural networks have exhibited superior performance in various tasks, the interpretability is always the Achilles' heel of deep neural networks. At present, deep neural networks obtain high discrimination power at the cost of low interpretability of their black-box representations. We believe that high model interpretability may help people to break several bottlenecks of deep learning, e.g., learning from very few annotations, learning via human-computer communications at the semantic level, and semantically debugging network representations. We focus on convolutional neural networks (CNNs), and we revisit the visualization of CNN representations, methods of diagnosing representations of pre-trained CNNs, approaches for disentangling pre-trained CNN representations, learning of CNNs with disentangled representations, and middle-to-end learning based on model interpretability. Finally, we discuss prospective trends in explainable artificial intelligence.","2018-02","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1802.00614v2  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSXGUG95","journalArticle","2018","Zhang, Xin; Solar-Lezama, Armando; Singh, Rishabh","Interpreting neural network judgments via minimal, stable, and symbolic corrections","arxiv","","","","http://arxiv.org/pdf/1802.07384v2","We present a new algorithm to generate minimal, stable, and symbolic corrections to an input that will cause a neural network with ReLU activations to change its output. We argue that such a correction is a useful way to provide feedback to a user when the network's output is different from a desired output. Our algorithm generates such a correction by solving a series of linear constraint satisfaction problems. The technique is evaluated on three neural network models: one predicting whether an applicant will pay a mortgage, one predicting whether a first-order theorem can be proved efficiently by a solver using certain heuristics, and the final one judging whether a drawing is an accurate rendition of a canonical drawing of a cat.","2018-02","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1802.07384v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLISKVVS","journalArticle","2018","Weld, Daniel S.; Bansal, Gagan","The challenge of crafting intelligible intelligence","arxiv","","","","http://arxiv.org/pdf/1803.04263v3","Since Artificial Intelligence (AI) software uses techniques like deep lookahead search and stochastic optimization of huge neural networks to fit mammoth datasets, it often results in complex behavior that is difficult for people to understand. Yet organizations are deploying AI algorithms in many mission-critical settings. To trust their behavior, we must make AI intelligible, either by using inherently interpretable models or by developing new methods for explaining and controlling otherwise overwhelmingly complex decisions using local approximation, vocabulary alignment, and interactive explanation. This paper argues that intelligibility is essential, surveys recent work on building such systems, and highlights key directions for research.","2018-03","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1803.04263v3  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNUPRCKZ","journalArticle","2018","Zhang, Quanshi; Yang, Yu; Liu, Yuchen; Wu, Ying Nian; Zhu, Song-Chun","Unsupervised learning of neural networks to explain neural networks","arxiv","","","","http://arxiv.org/pdf/1805.07468v1","This paper presents an unsupervised method to learn a neural network, namely an explainer, to interpret a pre-trained convolutional neural network (CNN), i.e., explaining knowledge representations hidden in middle conv-layers of the CNN. Given feature maps of a certain conv-layer of the CNN, the explainer performs like an auto-encoder, which first disentangles the feature maps into object-part features and then inverts object-part features back to features of higher conv-layers of the CNN. More specifically, the explainer contains interpretable conv-layers, where each filter disentangles the representation of a specific object part from chaotic input feature maps. As a paraphrase of CNN features, the disentangled representations of object parts help people understand the logic inside the CNN. We also learn the explainer to use object-part features to reconstruct features of higher CNN layers, in order to minimize loss of information during the feature disentanglement. More crucially, we learn the explainer via network distillation without using any annotations of sample labels, object parts, or textures for supervision. We have applied our method to different types of CNNs for evaluation, and explainers have significantly boosted the interpretability of CNN features.","2018-05","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1805.07468v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ9SRDLP","journalArticle","2018","Gilpin, Leilani H.; Bau, David; Yuan, Ben Z.; Bajwa, Ayesha; Specter, Michael; Kagal, Lalana","Explaining explanations: an overview of interpretability of machine learning","arxiv","","","","http://arxiv.org/pdf/1806.00069v3","There has recently been a surge of work in explanatory artificial intelligence (XAI). This research area tackles the important problem that complex machines and algorithms often cannot provide insights into their behavior and thought processes. XAI allows users and parts of the internal system to be more transparent, providing explanations of their decisions in some level of detail. These explanations are important to ensure algorithmic fairness, identify potential bias/problems in the training data, and to ensure that the algorithms perform as expected. However, explanations produced by these systems is neither standardized nor systematically assessed. In an effort to create best practices and identify open challenges, we provide our definition of explainability and show how it can be used to classify existing literature. We discuss why current approaches to explanatory methods especially for deep neural networks are insufficient. Finally, based on our survey, we conclude with suggested future research directions for explanatory artificial intelligence.","2018-05","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1806.00069v3  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8QDLX7X","journalArticle","2018","Singh, Chandan; Murdoch, W. James; Yu, Bin","Hierarchical interpretations for neural network predictions","arxiv","","","","http://arxiv.org/pdf/1806.05337v2","Deep neural networks (DNNs) have achieved impressive predictive performance due to their ability to learn complex, non-linear relationships between variables. However, the inability to effectively visualize these relationships has led to DNNs being characterized as black boxes and consequently limited their applications. To ameliorate this problem, we introduce the use of hierarchical interpretations to explain DNN predictions through our proposed method, agglomerative contextual decomposition (ACD). Given a prediction from a trained DNN, ACD produces a hierarchical clustering of the input features, along with the contribution of each cluster to the final prediction. This hierarchy is optimized to identify clusters of features that the DNN learned are predictive. Using examples from Stanford Sentiment Treebank and ImageNet, we show that ACD is effective at diagnosing incorrect predictions and identifying dataset bias. Through human experiments, we demonstrate that ACD enables users both to identify the more accurate of two DNNs and to better trust a DNN's outputs. We also find that ACD's hierarchy is largely robust to adversarial perturbations, implying that it captures fundamental aspects of the input and ignores spurious noise.","2018-06","2019-09-20 10:15:41","2019-09-20 10:15:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1806.05337v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
