"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BBB5SP3S","conferencePaper","2018","Pomarlan, Mihai; Bateman, John","Meaningful Clusterings of Recurrent Neural Network Activations for NLP","Mining Intelligence and Knowledge Exploration","978-3-030-05918-7","","","","Recurrent neural networks have found applications in NLP, but their operation is difficult to interpret. A state automaton that approximates the network would be more interpretable, but for this one needs a method to group network activation states by their behavior. In this paper we propose such a method, and compare it to an existing dimensionality reduction and clustering approach. Our method is better able to group together neural states of similar behavior.","2018","2019-05-16 16:47:16","2019-05-16 16:47:16","","11-20","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","","English","","","","","","","Citation Key: pomarlanMeaningfulClusteringsRecurrent2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","/home/tim/Zotero/storage/7XZPXGAP/Pomarlan and Bateman - 2018 - Meaningful Clusterings of Recurrent Neural Network.pdf","","Interpretability; Natural language processing; Recurrent neural networks","","Groza, Adrian; Prasath, Rajendra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDTDERZC","conferencePaper","2018","Pomarlan, Mihai; Bateman, John","Understanding NLP Neural Networks by the Texts They Generate","KI 2018: Advances in Artificial Intelligence","978-3-030-00111-7","","","","Recurrent neural networks have proven useful in natural language processing. For example, they can be trained to predict, and even generate plausible text with few or no spelling and syntax errors. However, it is not clear what grammar a network has learned, or how it keeps track of the syntactic structure of its input. In this paper, we present a new method to extract a finite state machine from a recurrent neural network. A FSM is in principle a more interpretable representation of a grammar than a neural net would be, however the extracted FSMs for realistic neural networks will also be large. Therefore, we also look at ways to group the states and paths through the extracted FSM so as to get a smaller, easier to understand model of the neural network. To illustrate our methods, we use them to investigate how a neural network learns noun-verb agreement from a simple grammar where relative clauses may appear between noun and verb.","2018","2019-05-16 16:47:17","2019-05-16 16:47:17","","284-296","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","","English","","","","","","","Citation Key: pomarlanUnderstandingNLPNeural2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","/home/tim/Zotero/storage/AKD9XE7P/Pomarlan and Bateman - 2018 - Understanding NLP Neural Networks by the Texts The.pdf","","Interpretability; Natural language processing; Recurrent neural networks","","Trollmann, Frank; Turhan, Anni-Yasmin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKWK5INX","conferencePaper","2016","Ribeiro, Marco Tulio; Singh, Sameer; Guestrin, Carlos","""Why Should I Trust You?"": Explaining the Predictions of Any Classifier","Proceedings of the 22Nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","978-1-4503-4232-2","","10.1145/2939672.2939778","http://doi.acm.org/10.1145/2939672.2939778","","2016","2019-05-16 16:47:17","2019-05-16 16:47:17","","1135-1144","","","","","","","KDD '16","","","","ACM","","","","","","","","","Citation Key: Ribeiro:2016:WIT:2939672.2939778  bibtex*[acmid=2939778;comments=Presents a specific method for enhancing explainability for models,;numpages=10]  event-place: San Francisco, California, USA","","/home/tim/Zotero/storage/SG9LMP5C/Ribeiro et al. - 2016 - Why Should I Trust You Explaining the Predicti.pdf","","black box classifier; explaining machine learning; interpretability; interpretable machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZY3QVWZ9","conferencePaper","2017","Tamagnini, Paolo; Krause, Josua; Dasgupta, Aritra; Bertini, Enrico","Interpreting Black-Box Classifiers Using Instance-Level Visual Explanations","Proceedings of the 2Nd Workshop on Human-In-the-Loop Data Analytics","978-1-4503-5029-7","","10.1145/3077257.3077260","http://doi.acm.org/10.1145/3077257.3077260","","2017","2019-05-16 16:47:17","2019-05-16 16:47:17","","6:1-6:6","","","","","","","HILDA'17","","","","ACM","","","","","","","","","Citation Key: Tamagnini:2017:IBC:3077257.3077260  bibtex*[acmid=3077260;articleno=6;comments=Presents a specific method for enhancing explainability for models,;numpages=6]  event-place: Chicago, IL, USA","","/home/tim/Zotero/storage/HMBS5P88/Tamagnini et al. - 2017 - Interpreting Black-Box Classifiers Using Instance-.pdf","","classification; explanation; machine learning; visual analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RX59ID4M","conferencePaper","2018","Weber, Rosina O.; Johs, Adam J.; Li, Jianfei; Huang, Kent","Investigating Textual Case-Based XAI","Case-Based Reasoning Research and Development","978-3-030-01081-2","","","","This paper demonstrates how case-based reasoning (CBR) can be used for an explainable artificial intelligence (XAI) approach to justify solutions produced by an opaque learning method (i.e., target method), particularly in the context of unstructured textual data. Our general hypothesis is twofold: (1) There exists patterns in the relationship between problems and solutions and there should be data or a body of knowledge that describes how problems and solutions relate; and (2) the identification, manipulation, and learning of such patterns through case features can help create and reuse explanations for solutions produced by the target method. When the target method relies on neural network architectures (e.g., deep learning), the resulting latent space (i.e., word embeddings) becomes useful for finding patterns and semantic relatedness in textual data. In the proposed approach, case problems are input-output pairs from the target method, and case solutions are explanations. We exemplify our approach by explaining recommended citations from Citeomatic - a multi-layer neural-network architecture from the Allen Institute for Artificial Intelligence. Citation analysis is the body of knowledge that describes how query documents (i.e., inputs) relate to recommended citations (i.e., outputs). We build cases and similarity assessment to learn features that represent patterns between problems and solutions that can lead to the reuse of corresponding explanations. The illustrative implementation we present becomes an explanation-augmented citation recommender that targets human-computer trust.","2018","2019-05-16 16:47:18","2019-05-16 16:47:18","","431-447","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","","English","","","","","","","Citation Key: weberInvestigatingTextualCaseBased2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","/home/tim/Zotero/storage/5FNIHJK6/Weber et al. - 2018 - Investigating Textual Case-Based XAI.pdf","","Case-Based reasoning; Citation recommendation; Explainable artificial intelligence; Human-Computer trust; Semantic relatedness; Textual Case-Based reasoning; Word embeddings","","Cox, Michael T.; Funk, Peter; Begum, Shahina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"564XPRB3","conferencePaper","2019","Zhang, Yin; Liu, Ninghao; Ji, Shuiwang; Caverlee, James; Hu, Xia","An Interpretable Neural Model with Interactive Stepwise Influence","Advances in Knowledge Discovery and Data Mining","978-3-030-16142-2","","","","Deep neural networks have achieved promising prediction performance, but are often criticized for the lack of interpretability, which is essential in many real-world applications such as health informatics and political science. Meanwhile, it has been observed that many shallow models, such as linear models or tree-based models, are fairly interpretable though not accurate enough. Motivated by these observations, in this paper, we investigate how to fully take advantage of the interpretability of shallow models in neural networks. To this end, we propose a novel interpretable neural model with Interactive Stepwise Influence (ISI) framework. Specifically, in each iteration of the learning process, ISI interactively trains a shallow model with soft labels computed from a neural network, and the learned shallow model is then used to influence the neural network to gain interpretability. Thus ISI could achieve interpretability in three aspects: importance of features, impact of feature value changes, and adaptability of feature weights in the neural network learning process. Experiments on both synthetic and two real-world datasets demonstrate that ISI could generate reliable interpretation with respect to the three aspects, as well as preserve prediction accuracy by comparing with other state-of-the-art methods.","2019","2019-05-16 16:47:18","2019-05-16 16:47:18","","528-540","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","","English","","","","","","","Citation Key: zhangInterpretableNeuralModel2019  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","/home/tim/Zotero/storage/7L837ASW/Zhang et al. - 2019 - An Interpretable Neural Model with Interactive Ste.pdf","","Interpretation; Neural network; Stepwise Influence","","Yang, Qiang; Zhou, Zhi-Hua; Gong, Zhiguo; Zhang, Min-Ling; Huang, Sheng-Jun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6DJQKDN","journalArticle","2018","Zhang, Quan-shi; Zhu, Song-chun","Visual Interpretability for Deep Learning: A Survey","Frontiers of Information Technology & Electronic Engineering","","2095-9230","10.1631/FITEE.1700808","","This paper reviews recent studies in understanding neural-network representations and learning neural networks with interpretable/disentangled middle-layer representations. Although deep neural networks have exhibited superior performance in various tasks, interpretability is always Achilles' heel of deep neural networks. At present, deep neural networks obtain high discrimination power at the cost of a low interpretability of their black-box representations. We believe that high model interpretability may help people break several bottlenecks of deep learning, e.g., learning from a few annotations, learning via human–computer communications at the semantic level, and semantically debugging network representations. We focus on convolutional neural networks (CNNs), and revisit the visualization of CNN representations, methods of diagnosing representations of pre-trained CNNs, approaches for disentangling pre-trained CNN representations, learning of CNNs with disentangled representations, and middle-to-end learning based on model interpretability. Finally, we discuss prospective trends in explainable artificial intelligence.","2018-01","2019-05-16 16:47:18","2019-05-16 16:47:18","","27-39","","1","19","","","Visual Interpretability for Deep Learning","","","","","","","English","","","","","","","Citation Key: zhangVisualInterpretabilityDeep2018  bibtex*[comments=Reviews the current state of explainability research,]","","/home/tim/Zotero/storage/VUEBIDWB/Zhang and Zhu - 2018 - Visual interpretability for deep learning a surve.pdf","","Artificial intelligence; Deep learning; Interpretable model; TP391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJNSWYCF","journalArticle","2018","Koupaee, Mahnaz; Wang, William Yang","Analyzing and Interpreting Convolutional Neural Networks in NLP","arXiv:1810.09312 [cs, stat]","","","","http://arxiv.org/abs/1810.09312","Convolutional neural networks have been successfully applied to various NLP tasks. However, it is not obvious whether they model different linguistic patterns such as negation, intensiﬁcation, and clause compositionality to help the decision-making process. In this paper, we apply visualization techniques to observe how the model can capture different linguistic features and how these features can affect the performance of the model. Later on, we try to identify the model errors and their sources. We believe that interpreting CNNs is the ﬁrst step to understand the underlying semantic features which can raise awareness to further improve the performance and explainability of CNN models.","2018-10-18","2019-05-16 17:50:46","2019-05-16 17:50:46","2019-05-16 17:50:46","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1810.09312","","/home/tim/Zotero/storage/GWJ4VVWQ/Koupaee and Wang - 2018 - Analyzing and Interpreting Convolutional Neural Ne.pdf","","","Computer Science - Computation and Language; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TDGKW9C","conferencePaper","2018","Yanagimto, H.; Hashimoto, K.; Okada, M.","Attention Visualization of Gated Convolutional Neural Networks with Self Attention in Sentiment Analysis","2018 International Conference on Machine Learning and Data Engineering (iCMLDE)","","","10.1109/iCMLDE.2018.00024","","Deep learning is applied to many research topics; Natural Language Processing, Image Processing, and Acoustic Recognition. In deep learning, neural networks have a very complex and deep structure and it is difficult to discuss why they work well or not. So you have to take a trial-and-error to improve their performances. We develop a mechanism to show how neural networks predict final results and help you to design a new neural network architecture based on its prediction criteria. Speaking concrete, we visualize important features to predict the final results with an attentional mechanism. In this paper, we take up sentient analysis, which is one of natural language processing tasks. In image processing visualizing weights of a neural network is a major approach and you can obtain intuitive results; object outlines and object components. However, in natural language processing, the approach is not interpretable because a discriminate function constructed by a neural network is a complex and nonlinear one and it is very difficult to correlate weights and words in a text. We employ Gated Convolutional Neural Network (GCNN) and introduce a self-attention mechanism to understand how GCNN determines sentiment polarities from raw reviews. GCNN can simulate an n-gram model and the self-attention mechanism can make correspondence between weights of a neural network and words clear. In experiments, we used Amazon reviews and evaluated the performance of the proposed method. Especially, the proposed method was able to emphasize some words in the review to determine sentiment polarity. Moreover, when the prediction was wrong, we were able to understand why the proposed method made mistakes because we found what words the proposed method emphasized.","2018-12","2019-05-16 16:46:57","2019-05-16 17:57:44","","77-82","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/FTXAXGBJ/8614007.html; /home/tim/Zotero/storage/YINTJYUI/8614007.html; /home/tim/Zotero/storage/NXJKZ7B3/Yanagimto et al. - 2018 - Attention Visualization of Gated Convolutional Neu.pdf; /home/tim/Zotero/storage/M6YPGGMU/Yanagimto et al. - 2018 - Attention Visualization of Gated Convolutional Neu.pdf","","Amazon reviews; attention visualization; convolutional neural nets; Convolutional neural networks; deep learning; Deep learning; Gated CNN; gated convolutional neural networks; GCNN; Kernel; learning (artificial intelligence); Logic gates; natural language processing; Natural language processing; neural net architecture; neural network architecture; self-attention mechanism; sentient analysis; sentiment analysis; Sentiment analysis; Task analysis; the self-attention mechanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 International Conference on Machine Learning and Data Engineering (iCMLDE)","","","","","","","","","","","","","","",""
"H28ZX8PP","journalArticle","2019","Cui, Xinrui; Wang, Dan; Wang, Z. Jane","CHIP: Channel-wise Disentangled Interpretation of Deep Convolutional Neural Networks","arXiv:1902.02497 [cs]","","","","http://arxiv.org/abs/1902.02497","With the widespread applications of deep convolutional neural networks (DCNNs), it becomes increasingly important for DCNNs not only to make accurate predictions but also to explain how they make their decisions. In this work, we propose a CHannel-wise disentangled InterPretation (CHIP) model to give the visual interpretation to the predictions of DCNNs. The proposed model distills the class-discriminative importance of channels in networks by utilizing the sparse regularization. Here, we ﬁrst introduce the network perturbation technique to learn the model. The proposed model is capable to not only distill the global perspective knowledge from networks but also present the class-discriminative visual interpretation for speciﬁc predictions of networks. It is noteworthy that the proposed model is able to interpret different layers of networks without re-training. By combining the distilled interpretation knowledge in different layers, we further propose the Reﬁned CHIP visual interpretation that is both high-resolution and class-discriminative. Experimental results on the standard dataset demonstrate that the proposed model provides promising visual interpretation for the predictions of networks in image classiﬁcation task compared with existing visual interpretation methods. Besides, the proposed method outperforms related approaches in the application of ILSVRC 2015 weakly-supervised localization task.","2019-02-07","2019-05-16 16:47:12","2019-05-16 18:05:35","2019-05-16 17:58:42","","","","","","","CHIP","","","","","","","en","","","","","arXiv.org","","arXiv: 1902.02497","Comment: 15 pages, 10 figures","/home/tim/Zotero/storage/L4HNJGU8/Cui et al. - 2019 - CHIP Channel-wise Disentangled Interpretation of .pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q724CCVC","journalArticle","2017","Li, Oscar; Liu, Hao; Chen, Chaofan; Rudin, Cynthia","Deep Learning for Case-Based Reasoning through Prototypes: A Neural Network that Explains Its Predictions","arXiv:1710.04806 [cs, stat]","","","","http://arxiv.org/abs/1710.04806","Deep neural networks are widely used for classiﬁcation. These deep models often suffer from a lack of interpretability – they are particularly difﬁcult to understand because of their non-linear nature. As a result, neural networks are often treated as “black box” models, and in the past, have been trained purely to optimize the accuracy of predictions. In this work, we create a novel network architecture for deep learning that naturally explains its own reasoning for each prediction. This architecture contains an autoencoder and a special prototype layer, where each unit of that layer stores a weight vector that resembles an encoded training input. The encoder of the autoencoder allows us to do comparisons within the latent space, while the decoder allows us to visualize the learned prototypes. The training objective has four terms: an accuracy term, a term that encourages every prototype to be similar to at least one encoded input, a term that encourages every encoded input to be close to at least one prototype, and a term that encourages faithful reconstruction by the autoencoder. The distances computed in the prototype layer are used as part of the classiﬁcation process. Since the prototypes are learned during training, the learned network naturally comes with explanations for each prediction, and the explanations are loyal to what the network actually computes.","2017-10-13","2019-05-16 16:47:05","2019-05-16 18:06:01","2019-05-16 17:59:26","","","","","","","Deep Learning for Case-Based Reasoning through Prototypes","","","","","","","en","","","","","arXiv.org","","arXiv: 1710.04806","Comment: The first two authors contributed equally, 8 pages, accepted in AAAI 2018","/home/tim/Zotero/storage/EJT3PAX6/Li et al. - 2017 - Deep Learning for Case-Based Reasoning through Pro.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75QHVXJJ","conferencePaper","2019","Card, Dallas; Zhang, Michael; Smith, Noah A.","Deep Weighted Averaging Classifiers","Proceedings of the Conference on Fairness, Accountability, and Transparency","978-1-4503-6125-5","","10.1145/3287560.3287595","http://doi.acm.org/10.1145/3287560.3287595","Recent advances in deep learning have achieved impressive gains in classification accuracy on a variety of types of data, including images and text. Despite these gains, however, concerns have been raised about the calibration, robustness, and interpretability of these models. In this paper we propose a simple way to modify any conventional deep architecture to automatically provide more transparent explanations for classification decisions, as well as an intuitive notion of the credibility of each prediction. Specifically, we draw on ideas from nonparametric kernel regression, and propose to predict labels based on a weighted sum of training instances, where the weights are determined by distance in a learned instance-embedding space. Working within the framework of conformal methods, we propose a new measure of nonconformity suggested by our model, and experimentally validate the accompanying theoretical expectations, demonstrating improved transparency, controlled error rates, and robustness to out-of-domain data, without compromising on accuracy or calibration.","2019","2019-05-16 16:47:01","2019-05-16 18:06:08","2019-05-16 17:59:34","369–378","","","","","","","FAT* '19","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Atlanta, GA, USA","","/home/tim/Zotero/storage/MD8A9KIL/Card et al. - 2019 - Deep Weighted Averaging Classifiers.pdf","","conformal methods; interpretability credibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EZ2GZT8","journalArticle","2019","Yang, Zebin; Zhang, Aijun; Sudjianto, Agus","Enhancing Explainability of Neural Networks through Architecture Constraints","arXiv:1901.03838 [cs, stat]","","","","http://arxiv.org/abs/1901.03838","Prediction accuracy and model explainability are the two most important objectives when developing machine learning algorithms to solve real-world problems. The neural networks are known to possess good prediction performance, but lack of suﬃcient model explainability. In this paper, we propose to enhance the explainability of neural networks through the following architecture constraints: a) sparse additive subnetworks; b) orthogonal projection pursuit; and c) smooth function approximation. It leads to a sparse, orthogonal and smooth explainable neural network (SOSxNN). The multiple parameters in the SOSxNN model are simultaneously estimated by a modiﬁed mini-batch gradient descent algorithm based on the backpropagation technique for calculating the derivatives and the Cayley transform for preserving the projection orthogonality. The hyperparameters controlling the sparse and smooth constraints are optimized by the grid search. Through simulation studies, we compare the SOSxNN method to several benchmark methods including least absolute shrinkage and selection operator, support vector machine, random forest, and multi-layer perceptron. It is shown that proposed model keeps the ﬂexibility of pursuing prediction accuracy while attaining the improved interpretability, which can be therefore used as a promising surrogate model for complex model approximation. Finally, the real data example from the Lending Club is employed as a showcase of the SOSxNN application.","2019-01-12","2019-05-16 16:47:11","2019-05-16 18:06:16","2019-05-16 17:59:50","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1901.03838","","/home/tim/Zotero/storage/H55K667C/Yang et al. - 2019 - Enhancing Explainability of Neural Networks throug.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5BAHCHU","journalArticle","2017","Samek, Wojciech; Wiegand, Thomas; Müller, Klaus-Robert","Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models","arXiv:1708.08296 [cs, stat]","","","","http://arxiv.org/abs/1708.08296","With the availability of large databases and recent improvements in deep learning methodology, the performance of AI systems is reaching or even exceeding the human level on an increasing number of complex tasks. Impressive examples of this development can be found in domains such as image classiﬁcation, sentiment analysis, speech understanding or strategic game playing. However, because of their nested non-linear structure, these highly successful machine learning and artiﬁcial intelligence models are usually applied in a black box manner, i.e., no information is provided about what exactly makes them arrive at their predictions. Since this lack of transparency can be a major drawback, e.g., in medical applications, the development of methods for visualizing, explaining and interpreting deep learning models has recently attracted increasing attention. This paper summarizes recent developments in this ﬁeld and makes a plea for more interpretability in artiﬁcial intelligence. Furthermore, it presents two approaches to explaining predictions of deep learning models, one method which computes the sensitivity of the prediction with respect to changes in the input and one approach which meaningfully decomposes the decision in terms of the input variables. These methods are evaluated on three classiﬁcation tasks.","2017-08-28","2019-05-16 16:47:05","2019-05-16 18:06:24","2019-05-16 18:00:32","","","","","","","Explainable Artificial Intelligence","","","","","","","en","","","","","arXiv.org","","arXiv: 1708.08296","Comment: 8 pages, 2 figures","/home/tim/Zotero/storage/EXIUQHAI/Samek et al. - 2017 - Explainable Artificial Intelligence Understanding.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society; Computer Science - Neural and Evolutionary Computing; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVYRDK3P","conferencePaper","2018","Chhatwal, R.; Gronvall, P.; Huber-Fliflet, N.; Keeling, R.; Zhang, J.; Zhao, H.","Explainable Text Classification in Legal Document Review A Case Study of Explainable Predictive Coding","2018 IEEE International Conference on Big Data (Big Data)","","","10.1109/BigData.2018.8622073","","In today's legal environment, lawsuits and regulatory investigations require companies to embark upon increasingly intensive data-focused engagements to identify, collect and analyze large quantities of data. When documents are staged for review - where they are typically assessed for relevancy or privilege - the process can require companies to dedicate an extraordinary level of resources, both with respect to human resources, but also with respect to the use of technology-based techniques to intelligently sift through data. Companies regularly spend millions of dollars producing `responsive' electronically-stored documents for these types of matters. For several years, attorneys have been using a variety of tools to conduct this exercise, and most recently, they are accepting the use of machine learning techniques like text classification (referred to as predictive coding in the legal industry) to efficiently cull massive volumes of data to identify responsive documents for use in these matters. In recent years, a group of AI and Machine Learning researchers have been actively researching Explainable AI. In an explainable AI system, actions or decisions are human understandable. In typical legal `document review' scenarios, a document can be identified as responsive, as long as one or more of the text snippets (small passages of text) in a document are deemed responsive. In these scenarios, if predictive coding can be used to locate these responsive snippets, then attorneys could easily evaluate the model's document classification decision. When deployed with defined and explainable results, predictive coding can drastically enhance the overall quality and speed of the document review process by reducing the time it takes to review documents. Moreover, explainable predictive coding provides lawyers with greater confidence in the results of that supervised learning task. The authors of this paper propose the concept of explainable predictive coding and simple explainable predictive coding methods to locate responsive snippets within responsive documents. We also report our preliminary experimental results using the data from an actual legal matter that entailed this type of document review. The purpose of this paper is to demonstrate the feasibility of explainable predictive coding in the context of professional services in the legal space.","2018-12","2019-05-16 16:46:58","2019-05-16 18:06:33","","1905-1911","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/HKTLIGNR/8622073.html; /home/tim/Zotero/storage/FCRXQUL3/Chhatwal et al. - 2018 - Explainable Text Classification in Legal Document .pdf","","data-focused engagements; document classification; electronically-stored documents; explainable AI; explainable AI system; explainable predictive coding; explainable predictive coding methods; Law; law administration; legal document review; machine learning; Machine learning; machine learning researchers; pattern classification; predictive coding; Predictive coding; Predictive models; responsive documents; responsive snippets; supervised learning; supervised learning task; technology-based techniques; text analysis; text categorization; Text categorization; text classification; typical legal document review scenarios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 IEEE International Conference on Big Data (Big Data)","","","","","","","","","","","","","","",""
"TZEX5DM7","journalArticle","2018","Gilpin, Leilani H.; Bau, David; Yuan, Ben Z.; Bajwa, Ayesha; Specter, Michael; Kagal, Lalana","Explaining Explanations: An Overview of Interpretability of Machine Learning","arXiv:1806.00069 [cs, stat]","","","","http://arxiv.org/abs/1806.00069","There has recently been a surge of work in explanatory artiﬁcial intelligence (XAI). This research area tackles the important problem that complex machines and algorithms often cannot provide insights into their behavior and thought processes. XAI allows users and parts of the internal system to be more transparent, providing explanations of their decisions in some level of detail. These explanations are important to ensure algorithmic fairness, identify potential bias/problems in the training data, and to ensure that the algorithms perform as expected. However, explanations produced by these systems is neither standardized nor systematically assessed. In an effort to create best practices and identify open challenges, we describe foundational concepts of explainability and show how they can be used to classify existing literature. We discuss why current approaches to explanatory methods especially for deep neural networks are insufﬁcient. Finally, based on our survey, we conclude with suggested future research directions for explanatory artiﬁcial intelligence.","2018-05-31","2019-05-16 16:47:08","2019-05-16 18:06:40","2019-05-16 18:02:30","","","","","","","Explaining Explanations","","","","","","","en","","","","","arXiv.org","","arXiv: 1806.00069","Comment: The 5th IEEE International Conference on Data Science and Advanced Analytics (DSAA 2018). [Research Track]","/home/tim/Zotero/storage/UNQYT2UZ/Gilpin et al. - 2018 - Explaining Explanations An Overview of Interpreta.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXEKPW6T","journalArticle","2018","Chen, Runjin; Chen, Hao; Huang, Ge; Ren, Jie; Zhang, Quanshi","Explaining Neural Networks Semantically and Quantitatively","arXiv:1812.07169 [cs]","","","","http://arxiv.org/abs/1812.07169","This paper1 presents a method to explain the knowledge encoded in a convolutional neural network (CNN) quantitatively and semantically. The analysis of the speciﬁc rationale of each prediction made by the CNN presents a key issue of understanding neural networks, but it is also of signiﬁcant practical values in certain applications. In this study, we propose to distill knowledge from the CNN into an explainable additive model, so that we can use the explainable model to provide a quantitative explanation for the CNN prediction. We analyze the typical bias-interpreting problem of the explainable model and develop prior losses to guide the learning of the explainable additive model. Experimental results have demonstrated the effectiveness of our method.","2018-12-17","2019-05-16 16:47:11","2019-05-16 18:06:59","2019-05-16 18:02:59","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1812.07169","","/home/tim/Zotero/storage/7IXI8C39/Chen et al. - 2018 - Explaining Neural Networks Semantically and Quanti.pdf; /home/tim/Zotero/storage/N7G9KR3P/Chen et al. - 2018 - Explaining Neural Networks Semantically and Quanti.pdf","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYLUNFF9","journalArticle","2017","Arras, Leila; Montavon, Grégoire; Müller, Klaus-Robert; Samek, Wojciech","Explaining Recurrent Neural Network Predictions in Sentiment Analysis","arXiv:1706.07206 [cs, stat]","","","","http://arxiv.org/abs/1706.07206","Recently, a technique called Layer-wise Relevance Propagation (LRP) was shown to deliver insightful explanations in the form of input space relevances for understanding feed-forward neural network classiﬁcation decisions. In the present work, we extend the usage of LRP to recurrent neural networks. We propose a speciﬁc propagation rule applicable to multiplicative connections as they arise in recurrent network architectures such as LSTMs and GRUs. We apply our technique to a word-based bi-directional LSTM model on a ﬁve-class sentiment prediction task, and evaluate the resulting LRP relevances both qualitatively and quantitatively, obtaining better results than a gradient-based related method which was used in previous work.","2017-06-22","2019-05-16 16:47:04","2019-05-16 18:07:09","2019-05-16 18:03:51","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1706.07206","Comment: 9 pages, 4 figures, accepted for EMNLP'17 Workshop on Computational Approaches to Subjectivity, Sentiment & Social Media Analysis (WASSA)","/home/tim/Zotero/storage/YW876XJ4/Arras et al. - 2017 - Explaining Recurrent Neural Network Predictions in.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Neural and Evolutionary Computing; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
